,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64
1847,X1:0.058841,X2:0.88466,X3:0.26205,X4:1.3656,X5:-30.3,,X7:0.075057,X8:0.13038,X9:2.4665,X10:0.11534,X11:0.12327,X12:0.10472,X13:0.032557,X14:0.075057,X15:4021.2,X16:0.09077,X17:1.1304,X18:0.075057,X19:0.030431,X20:66.669,X21:1.3601,X22:0.1211,X23:0.023856,X24:0.086168,X25:0.090375,X26:0.072439,X27:2.512,X28:12.341,X29:3.6026,X30:0.35775,X31:0.042563,X32:111.57,X33:3.2893,X34:2.6649,X35:0.12181,X36:2.4665,X37:3.1485,X38:0.28312,X39:0.049387,X40:0.014952,X41:0.2334,X42:0.049099,X43:143.26,X44:76.587,X45:0.13061,X46:0.73705,X47:69.75,X48:0.11586,X49:0.046974,X50:1.1064,X51:0.71671,X52:0.30401,X53:5.4317,X54:13.333,X55:1.3656,X56:0.049387,X57:0.51014,X58:0.96974,X59:1.4546,X60:5.4748,X61:4.7658,X62:106.06,X63:3.4414,X64:116.15
1848,X1:0.3066,X2:0.16557,X3:0.32152,X4:3.0055,X5:16.348,X6:0.39953,X7:0.3066,X8:5.0397,X9:1.5021,X10:0.83443,X11:0.3066,X12:1.9124,X13:0.20743,X14:0.3066,X15:193.96,X16:1.8818,X17:6.0397,X18:0.3066,X19:0.20412,X20:65.398,X21:1.0648,,X23:0.20412,X24:0.79411,X25:0.82878,X26:1.8818,,X28:0.6205,X29:3.8501,X30:0.099292,X31:0.40823,X32:53.049,X33:6.8805,X34:6.6623,X35:0.000146,X36:1.5021,,X38:0.83443,X39:0.000097,X40:0.11815,X41:1.1105,,X43:112.48,X44:47.084,X45:1.1392,X46:1.3267,X47:89.053,X48:-0.00497,X49:-0.003309,X50:2.9102,X51:0.16032,X52:0.14534,X53:1.6104,X54:1.6104,X55:2276.8,X56:0.26563,X57:0.36744,X58:0.73825,,X60:5.5812,X61:7.7522,X62:38.957,X63:9.3692,X64:2.8989
1849,X1:-0.38298,X2:0.92145,X3:-0.17486,X4:0.79418,X5:-186.86,,X7:-0.38298,X8:0.085259,X9:0.39845,X10:0.078561,X11:-0.34815,X12:-0.45077,X13:-0.96118,X14:-0.38298,X15:-878.19,X16:-0.41563,X17:1.0853,X18:-0.38298,X19:-0.96118,X20:214.7,X21:0.40083,X22:-0.34815,X23:-0.96118,,X25:-0.24793,X26:-0.41563,X27:-9.9955,X28:-0.53761,X29:2.1851,X30:2.2891,X31:-0.87376,X32:267.92,X33:1.3623,X34:1.2561,X35:-0.75899,X36:0.39845,X37:6.1303,X38:0.1504,X39:-1.9049,X40:0.23648,X41:-0.088224,X42:-0.87376,X43:434.05,X44:219.35,X45:-1.6341,X46:0.51832,X47:73.909,X48:-0.34815,X49:-0.87376,X50:0.73226,X51:0.8496,X52:0.73404,X53:0.24153,X54:0.46239,X55:-26.779,X56:-1.9049,X57:-4.8749,X58:1.4732,X59:0.91439,X60:1.7001,X61:1.664,X62:778.28,X63:0.46898,X64:1.225
1850,X1:-0.019769,X2:0.82302,X3:-0.017142,X4:0.93665,X5:-81.034,,X7:-0.019769,X8:0.21504,X9:0.73397,X10:0.17698,X11:0.04275,X12:-0.073057,X13:-0.021446,X14:-0.019769,X15:-19085,X16:-0.019125,X17:1.215,X18:-0.019769,X19:-0.026934,X20:55.792,X21:1.0309,,X23:-0.026934,X24:0.029705,X25:0.15299,X26:-0.019125,,X28:-0.022962,X29:4.6613,X30:1.1055,X31:-0.057415,X32:167.08,X33:2.1846,X34:0.71827,X35:0.010843,X36:0.73397,X37:0.27224,X38:0.69586,X39:0.014774,X40:0.053386,X41:6.8104,,X43:118.86,X44:63.064,X45:-0.17621,X46:0.52204,X47:69.271,X48:-0.004028,X49:-0.005488,X50:0.30795,X51:0.27059,X52:0.45774,X53:0.23707,X54:0.9321,X55:-785.95,X56:0.19459,X57:-0.1117,X58:0.89105,X59:2.9318,X60:6.5422,X61:5.7878,X62:134.56,X63:2.7124,X64:0.98314
1851,X1:-0.064614,X2:0.28206,X3:0.11016,X4:1.3926,X5:-3.1138,X6:-0.45529,X7:-0.064614,X8:2.5453,X9:1.1114,X10:0.71794,X11:-0.032837,X12:-0.2303,X13:-0.022256,X14:-0.064614,X15:-4162,X16:-0.087698,X17:3.5453,X18:-0.064614,X19:-0.058135,X20:36.967,X21:1.105,X22:-0.033194,X23:-0.058135,X24:-0.10643,X25:-0.51991,X26:-0.087698,X27:-1.0446,X28:0.1808,X29:4.2084,X30:0.22569,X31:-0.048178,X32:90.432,X33:4.0362,X34:4.0147,X35:-0.020937,X36:1.1114,,X38:0.71794,X39:-0.018838,X40:0.13637,X41:1.4067,X42:-0.029865,X43:115.75,X44:78.78,X45:-0.574,X46:0.99142,X47:36.284,X48:-0.073071,X49:-0.065744,X50:1.3852,X51:0.28056,X52:0.24776,X53:1.1783,X54:1.1783,X55:1779.9,X56:-0.018838,X57:-0.089999,X58:1.0578,,X60:9.8735,X61:4.6332,X62:92.136,X63:3.9615,X64:1.8242
1852,X1:0.20507,X2:0.046231,X3:0.081292,X4:2.7584,X5:46.525,,X7:0.25319,X8:20.631,X9:0.89153,X10:0.95377,X11:0.25322,X12:5.4766,X13:0.31724,X14:0.25319,X15:59.663,X16:6.1177,X17:21.631,X18:0.25319,X19:0.28399,X20:0.066908,X21:1.042,X22:0.24768,X23:0.23002,X24:0.91896,X25:0.94748,X26:5.0769,X27:7970.4,X28:0.093174,X29:3.9003,X30:0.005706,X31:0.28402,X32:26.1,X33:13.985,X34:13.985,X35:0.245,X36:0.89153,,X38:0.95377,X39:0.27481,X40:0.92033,X41:0.005557,X42:0.27781,X43:34.79,X44:34.723,X45:1254.8,X46:2.7549,X47:0.092262,X48:0.21804,X49:0.24457,X50:2.7584,X51:0.046231,X52:0.071506,X53:1.0932,X54:1.0932,X55:646.16,X56:0.27481,X57:0.21501,X58:0.71881,,X60:5455.2,X61:10.512,X62:18.927,X63:19.284,X64:1.0218
1853,X1:-0.21391,X2:0.39974,X3:0.274,X4:1.739,X5:-23.079,,X7:-0.21391,X8:1.5016,X9:3.1022,X10:0.60026,X11:-0.21391,X12:-0.5769,X13:-0.068361,X14:-0.21391,X15:-688,X16:-0.53052,X17:2.5016,X18:-0.21391,X19:-0.068954,X20:39.461,X21:0.88475,,X23:-0.068954,X24:0.20595,X25:0.58579,X26:-0.53052,,X28:0.7714,X29:3.5384,X30:0.11628,X31:-0.13791,X32:109.25,X33:3.3409,X34:3.0989,X35:0.090224,X36:3.1022,X37:10.689,X38:0.62921,X39:0.029084,X40:0.15357,X41:7.2391,,X43:69.166,X44:29.705,X45:-0.6378,X46:0.83445,X47:98.821,X48:-0.001841,X49:-0.000593,X50:1.613,X51:0.37079,X52:0.29932,X53:1.6899,X54:1.7714,X55:946.62,X56:0.60068,X57:-0.35636,X58:0.39932,X59:0.048222,X60:9.2496,X61:12.287,X62:43.627,X63:8.3664,X64:8.7336
1854,X1:-0.31725,X2:0.42229,X3:-0.073908,X4:0.78469,X5:-38.817,X6:-0.38164,X7:-0.31725,X8:1.3681,X9:1.594,X10:0.57771,X11:-0.30871,X12:-0.92419,X13:-0.15088,X14:-0.31725,X15:-640.86,X16:-0.56955,X17:2.3681,X18:-0.31725,X19:-0.19902,X20:26.777,X21:0.62774,X22:-0.30973,X23:-0.19902,X24:-0.72308,X25:-0.40393,X26:-0.56955,X27:-36.297,X28:-0.10115,X29:3.1134,X30:0.23744,X31:-0.19367,X32:66.767,X33:5.4668,X34:4.4438,X35:-0.28253,X36:1.594,,X38:0.57771,X39:-0.17724,X40:0.13699,X41:-0.060413,X42:-0.19431,X43:50.91,X44:24.134,X45:-2.7129,X46:0.44403,X47:22.745,X48:-0.38647,X49:-0.24245,X50:0.63786,X51:0.34327,X52:0.18292,X53:0.7907,X54:0.7907,X55:-95.957,X56:-0.17724,X57:-0.54914,X58:1.1968,,X60:13.631,X61:15.124,X62:78.601,X63:4.6437,X64:2.1817
1855,X1:0.005916,X2:0.63424,X3:0.31336,X4:1.6919,X5:3.4613,,X7:0.008736,X8:0.57668,X9:2.1736,X10:0.36576,X11:0.041495,X12:0.019289,X13:0.01788,X14:0.008736,X15:5956.6,X16:0.061276,X17:1.5767,X18:0.008736,X19:0.004019,X20:48.648,X21:0.97209,X22:0.039562,X23:0.002722,X24:0.18262,X25:0.34201,X26:0.056831,X27:1.2077,X28:1.3405,X29:3.3234,X30:0.27002,X31:0.019091,X32:76.51,X33:4.7706,X34:3.4063,X35:0.013101,X36:2.1736,X37:2.6273,X38:0.54713,X39:0.006027,X40:0.11155,X41:0.30336,X42:0.018202,X43:120.19,X44:71.539,X45:0.020422,X46:1.0522,X47:48.943,X48:0.009434,X49:0.00434,X50:1.2081,X51:0.45287,X52:0.20962,X53:1.5646,X54:2.3405,X55:659.86,X56:0.006028,X57:0.016175,X58:0.99692,X59:0.49589,X60:7.5028,X61:5.1021,X62:76.049,X63:4.7995,X64:9.2978
1856,X1:0.10676,X2:0.27805,X3:0.61706,X4:3.2193,X5:35.656,,X7:0.13524,X8:2.5965,X9:2.7745,X10:0.72195,X11:0.13679,X12:0.48639,X13:0.05616,X14:0.13524,X15:651.31,X16:0.5604,X17:3.5965,X18:0.13524,X19:0.048743,X20:46.909,X21:1.3081,X22:0.13606,X23:0.038479,X24:0.13151,X25:0.70161,X26:0.45799,X27:87.419,X28:5.8827,X29:3.6994,X30:0.036078,X31:0.048743,X32:38.514,X33:9.4904,X34:9.4904,X35:0.13948,X36:2.7756,,X38:0.72195,X39:0.050272,X40:0.6442,X41:0.059169,X42:0.049038,X43:94.191,X44:47.282,X45:0.29941,X46:1.9368,X47:49.322,X48:0.11548,X49:0.04162,X50:3.2193,X51:0.27805,X52:0.10537,X53:6.8827,X54:6.8827,X55:3088.5,X56:0.050272,X57:0.14788,X58:0.95128,,X60:7.7811,X61:7.7196,X62:36.578,X63:9.9787,X64:26.451
1857,X1:0.17626,X2:0.70136,X3:-0.22505,X4:0.67912,X5:-80.986,X6:0.48755,X7:0.18069,X8:0.34407,X9:1.1009,X10:0.24132,X11:0.18069,X12:0.25764,X13:0.13631,X14:0.18069,X15:1053.1,X16:0.34659,X17:1.4258,X18:0.18069,X19:0.10132,X20:24.482,X21:0.98753,X22:0.19511,X23:0.098837,X24:0.50428,X25:0.24132,X26:0.34027,X27:1.2044,X28:-0.42974,X29:5.68,X30:0.3782,X31:0.10132,X32:158.03,X33:2.3098,X34:0.27819,X35:0.19511,X36:1.8288,,X38:0.24132,X39:0.10941,X40:0.046494,X41:0.089546,X42:0.10941,X43:90.81,X44:66.328,X45:1.4736,X46:0.50856,X47:26.952,X48:0.13272,X49:0.074423,X50:0.67912,X51:0.70136,X52:0.43295,X53:0.4608,X54:0.4608,X55:-107720,X56:0.091634,X57:0.73042,X58:0.90837,,X60:14.909,X61:5.503,X62:143.54,X63:2.5428,X64:3.4054
1858,X1:0.026474,X2:0.35883,X3:0.47461,X4:2.8054,X5:79.81,X6:-0.061996,X7:0.026474,X8:1.7868,X9:1.5562,X10:0.64117,X11:0.037078,X12:0.10071,X13:0.027922,X14:0.026474,X15:3014.2,X16:0.12109,X17:2.7868,X18:0.026474,X19:0.017012,X20:25.054,,X22:0.036987,X23:0.017012,X24:-0.035522,X25:-0.032999,X26:0.12109,X27:3.4879,X28:1.808,X29:4.0129,X30:0.22671,X31:0.0238,X32:63.048,X33:5.7892,X34:4.2412,X35:0.034321,X36:1.5562,X37:9.2117,X38:0.70963,X39:0.022054,X40:0.15287,X41:0.22164,X42:0.023767,X43:163.55,X44:138.49,X45:0.24783,X46:2.399,X47:25.619,X48:0.020008,X49:0.012857,X50:2.0552,X51:0.26288,X52:0.17273,X53:2.4425,X54:2.7033,X55:4889.3,X56:0.022054,X57:0.04129,X58:0.98407,X59:0.10678,X60:14.568,X61:2.6355,X62:61.658,X63:5.9198,X64:5.9283
1859,X1:-0.043814,X2:0.18811,X3:0.7581,X4:5.0301,X5:94.689,X6:-0.009291,X7:-0.051707,X8:4.1042,X9:0.98866,X10:0.77204,X11:-0.051707,X12:-0.27488,X13:-0.020823,X14:-0.051707,X15:-1417.7,X16:-0.25746,X17:5.316,X18:-0.051707,X19:-0.022231,X20:21.269,X21:0.9722,X22:-0.060145,X23:-0.018838,X24:-0.00246,X25:0.77204,X26:-0.2155,X27:-0.25566,X28:14.095,X29:4.1192,X30:-0.049577,X31:-0.022231,X32:29.186,X33:12.506,X34:-0.31973,X35:-0.060145,X36:2.3482,,X38:0.77204,X39:-0.025859,X40:1.6377,X41:-0.10875,X42:-0.025859,X43:100.14,X44:78.875,X45:-0.32327,X46:4.3096,X47:21.028,X48:-0.06342,X49:-0.027267,X50:5.0301,X51:0.18811,X52:0.07996,X53:14.354,X54:14.354,X55:9975.6,X56:-0.011473,X57:-0.056751,X58:1.0115,,X60:17.161,X61:4.6276,X62:29.52,X63:12.364,X64:43.244
1860,X1:0.11806,X2:0.20987,X3:0.17792,X4:1.9303,X5:83.777,,X7:0.1182,X8:3.7649,X9:0.89095,X10:0.79013,X11:0.13124,X12:0.618,X13:0.1846,X14:0.1182,X15:465.74,X16:0.7837,X17:4.7649,X18:0.1182,X19:0.13266,X20:2.0916,X21:1.1007,X22:0.13086,X23:0.13251,X24:0.16832,X25:0.45087,X26:0.78303,X27:10.033,X28:0.28204,X29:3.8119,X30:0.22931,X31:0.1473,X32:88.491,X33:4.1247,X34:3.7589,X35:0.10207,X36:0.89095,,X38:0.79013,X39:0.11457,X40:0.029097,X41:0.039493,X42:0.14687,X43:148.96,X44:146.87,X45:23.123,X46:1.9036,X47:2.3622,X48:0.084581,X49:0.094933,X50:1.7591,X51:0.19126,X52:0.24244,X53:1.2525,X54:1.2525,X55:1153.8,X56:0.11457,X57:0.14941,X58:0.8731,,X60:174.51,X61:2.4852,X62:78.353,X63:4.6584,X64:1.4124
1861,X1:0.0166,X2:0.31753,X3:0.37048,X4:2.1668,X5:32.389,,X7:0.023634,X8:2.1493,X9:1.7634,X10:0.68247,X11:0.023717,X12:0.074431,X13:0.068345,X14:0.023634,X15:961.67,X16:0.37955,X17:3.1493,X18:0.023634,X19:0.013403,X20:45.268,X21:0.99724,X22:0.020278,X23:0.009414,X24:0.15255,X25:0.19187,X26:0.35739,X27:244.44,X28:1.1875,X29:3.4013,X30:0.12648,X31:0.01345,X32:66.46,X33:5.492,X34:5.492,X35:0.019489,X36:1.7634,,X38:0.68247,X39:0.011052,X40:0.30896,X41:0.09034,X42:0.0115,X43:122.1,X44:76.837,X45:0.075903,X46:1.478,X47:45.773,X48:-0.076605,X49:-0.043442,X50:2.1668,X51:0.31753,X52:0.18208,X53:2.1875,X54:2.1875,X55:933.36,X56:0.011052,X57:0.024323,X58:0.98664,,X60:8.0632,X61:4.7503,X62:65.725,X63:5.5534,X64:5.6519
1862,X1:0.060764,X2:0.81806,X3:0.15043,X4:2.145,X5:14.405,,X7:0.062296,X8:0.22241,X9:0.7882,X10:0.18194,X11:0.08369,X12:0.47419,X13:0.14584,X14:0.062296,X15:2597.6,X16:0.14051,X17:1.2224,X18:0.062296,X19:0.079035,X20:54.843,X21:1.2232,X22:0.083064,X23:0.077092,X24:0.18315,X25:0.17953,X26:0.13864,X27:3.8826,X28:0.20945,X29:4.329,X30:1.0083,X31:0.10542,X32:68.525,X33:5.3265,X34:0.85539,X35:0.088442,X36:0.7882,X37:0.2379,X38:0.86863,X39:0.11221,X40:0.22385,X41:0.20092,X42:0.10539,X43:116.88,X44:62.034,X45:0.51307,X46:1.2435,X47:61.775,X48:0.030413,X49:0.038585,X50:0.34447,X51:0.13137,X52:0.18774,X53:0.25333,X54:1.2094,X55:3208.4,X56:0.11221,X57:0.33397,X58:0.92195,X59:3.7742,X60:6.6553,X61:5.8839,X62:60.836,X63:5.9998,X64:1.0975
1863,X1:0.054238,X2:0.2011,X3:0.42546,X4:4.2734,X5:109.14,X6:0.13711,X7:0.067042,X8:3.9728,X9:1.0528,X10:0.7989,X11:0.067042,X12:0.51581,X13:0.10232,X14:0.067042,X15:806.12,X16:0.45279,X17:4.9728,X18:0.067042,X19:0.075339,X20:38.921,X21:1.043,X22:0.048033,X23:0.06095,X24:0.1671,X25:0.7989,X26:0.38912,X27:0.56827,X28:0.95704,X29:4.8583,X30:-0.075895,X31:0.075339,X32:56.126,X33:6.5033,X34:0.23886,X35:0.048033,X36:0.91605,X37:6.4755,X38:0.87003,X39:0.053978,X40:2.6945,X41:0.091767,X42:0.053978,X43:84.174,X44:45.253,X45:0.57158,X46:3.5434,X47:40.976,X48:0.024022,X49:0.026995,X50:2.7621,X51:0.12997,X52:0.15377,X53:1.7971,X54:1.957,X55:30702,X56:0.050135,X57:0.06789,X58:0.026995,X59:0.089023,X60:9.3779,X61:8.0658,X62:53.312,X63:6.8465,X64:2.0017
1864,X1:0.16399,X2:0.29614,X3:0.49262,X4:2.6634,X5:50.461,X6:0.16399,X7:0.20364,X8:2.2065,X9:1.049,X10:0.65343,X11:0.20364,X12:0.68763,X13:0.13566,X14:0.20364,X15:449.57,X16:0.81188,X17:3.3767,X18:0.20364,X19:0.1149,X20:45.719,X21:0.83001,X22:0.088555,X23:0.092533,X24:0.20364,X25:0.65343,X26:0.67802,,X28:2.3321,X29:5.0603,X30:0.16356,X31:0.1149,X32:63.981,X33:5.7049,X34:0.29903,X35:0.088555,X36:1.9454,,X38:0.65343,X39:0.049967,X40:0.15276,X41:0.077671,X42:0.049967,X43:153.13,X44:107.41,X45:0.73874,X46:1.9138,X47:47.961,X48:0.051758,X49:0.029204,X50:2.6634,X51:0.29614,X52:0.17529,X53:3.0934,X54:3.0934,X55:56602,X56:0.046731,X57:0.25098,X58:0.95327,,X60:7.9835,X61:3.3982,X62:60.991,X63:5.9845,X64:8.3901
1865,X1:0.17707,X2:0.79763,X3:-0.077999,X4:0.90221,X5:-26.416,X6:-0.13459,X7:0.20743,X8:0.25371,X9:1.5769,X10:0.20237,X11:0.21412,X12:0.26005,X13:0.1513,X14:0.20743,X15:1220.3,X16:0.29912,X17:1.2537,X18:0.20743,X19:0.13154,,X21:1.1293,X22:0.20448,X23:0.11229,X24:0.37469,X25:0.042482,X26:0.26106,X27:30.522,X28:-0.2782,X29:2.4952,X30:0.50166,X31:0.13219,X32:247.84,X33:1.4727,X34:1.4727,X35:0.40221,X36:1.5769,,X38:0.20237,X39:0.25506,X40:0.015631,X41:0.11283,X42:0.12967,X43:163.68,X44:163.68,,X46:0.90221,,X48:0.17332,X49:0.10991,X50:0.90221,X51:0.79763,X52:0.67901,X53:0.7218,X54:0.7218,X55:-24.392,X56:0.25506,X57:0.87498,X58:0.8735,,,X61:2.2299,X62:184.62,X63:1.977,X64:5.6244
1866,X1:0.011346,X2:0.48465,X3:0.41612,X4:1.8586,X5:-50.278,,X7:0.020217,X8:1.0632,X9:1.144,X10:0.51529,X11:0.044876,X12:0.041715,X13:0.017673,X14:0.020217,X15:8749.9,X16:0.041715,X17:2.0633,X18:0.020217,X19:0.017673,X20:180.66,X21:0.96211,X22:0.041481,X23:0.009918,X24:0.063551,X25:0.051545,X26:0.023409,X27:1.6822,X28:4.1957,X29:4.2882,X30:0.39234,X31:0.03533,X32:262.64,X33:2.3463,X34:2.3463,X35:0.0471,X36:1.1821,,X38:0.51529,X39:0.041172,X40:0.091904,X41:0.38946,X42:0.036261,X43:273.19,X44:92.532,X45:0.020037,X46:1.2602,X47:181.74,X48:0.041481,X49:0.036261,X50:1.8586,X51:0.48465,X52:0.4262,X53:5.1957,X54:5.1957,X55:8081,X56:0.41124,X57:0.022018,X58:0.60391,,X60:2.0204,X61:3.9446,X62:154.64,X63:2.3604,X64:11.535
1867,X1:-0.0641,X2:1.0828,X3:-0.12618,X4:0.88347,X5:-306.24,X6:-0.20276,X7:-0.0641,X8:-0.076509,X9:1.1831,X10:-0.082848,X11:-0.017483,X12:-0.059198,X13:-0.033838,X14:-0.0641,X15:-9872.9,X16:-0.03697,X17:0.92349,X18:-0.0641,X19:-0.054182,X20:202.92,X21:1.0173,X22:-0.017568,X23:-0.054182,X24:-0.066251,X25:-0.1197,X26:-0.03697,X27:-0.37685,X28:-2.9099,X29:3.0963,X30:0.89176,X31:-0.05369,X32:328.33,X33:1.1117,X34:1.1117,X35:-0.02071,X36:1.1831,,X38:-0.082848,X39:-0.017506,X40:0.22855,X41:5.553,X42:-0.01485,X43:218.79,X44:15.873,X45:-0.097461,X46:0.27607,X47:199.43,X48:-0.041636,X49:-0.035193,X50:0.88345,X51:1.0828,X52:0.89953,X53:-1.9106,X54:-1.9106,X55:-157.5,X56:-0.017506,X57:0.77372,X58:1.054,,X60:1.7988,X61:22.995,X62:334.08,X63:1.0926,X64:27.282
1868,X1:0.046239,X2:0.4554,X3:0.46895,X4:2.0298,X5:-15.194,X6:-0.28747,X7:0.047609,X8:1.1625,X9:1.0529,X10:0.52941,X11:0.047609,X12:0.10454,X13:0.045182,X14:0.047609,X15:2422.6,X16:0.15066,X17:2.1958,X18:0.047609,X19:0.031351,X20:94.118,X21:0.96607,X22:0.098058,X23:0.030449,X24:-0.2861,X25:0.52941,X26:0.14765,X27:0.67989,X28:6.1998,X29:4.122,X30:0.21409,X31:0.031351,X32:115.25,X33:3.167,X34:0.21532,X35:0.098058,X36:1.5765,,X38:0.52941,X39:0.064573,X40:0.58772,X41:0.12575,X42:0.064573,X43:157.85,X44:63.727,X45:0.11808,X46:1.1699,X47:99.098,X48:0.077055,X49:0.050742,X50:2.0298,X51:0.4554,X52:0.31576,X53:6.9991,X54:6.9991,X55:6209.9,X56:0.050246,X57:0.087339,X58:0.94975,,X60:3.8781,X61:5.7276,X62:109.46,X63:3.3345,X64:20.076
1869,X1:0.32186,X2:0.58518,X3:0.1288,X4:1.2658,X5:17.387,,X7:0.401,X8:0.70888,X9:2.8856,X10:0.41482,X11:0.41244,X12:0.82749,X13:0.14461,X14:0.401,X15:511.86,X16:0.71309,X17:1.7089,X18:0.401,X19:0.13896,X20:0.96964,X21:1.6143,X22:0.41083,X23:0.11154,X24:0.55866,X25:0.37165,X26:0.57786,X27:35.886,X28:0.33317,X29:3.948,X30:0.19731,X31:0.14293,X32:71.749,X33:5.0872,X34:4.2128,X35:0.42038,X36:2.8856,X37:7.6621,X38:0.49388,X39:0.14568,X40:0.038579,X41:0.045669,X42:0.14237,X43:75.224,X44:74.254,X45:41.987,X46:1.25,X47:1.135,X48:0.39454,X49:0.13673,X50:1.0482,X51:0.48459,X52:0.19657,X53:1.073,X54:1.2775,X55:1142.6,X56:0.14568,X57:0.7759,X58:0.86131,X59:0.19058,X60:376.43,X61:4.9155,X62:61.296,X63:5.9547,X64:7.4639
1870,X1:0.025277,X2:0.537,X3:0.45303,X4:1.9983,X5:55.271,,X7:0.057199,X8:0.8622,X9:2.4138,X10:0.463,X11:0.062851,X12:0.12604,X13:0.031114,X14:0.057199,X15:2609.8,X16:0.13986,X17:1.8622,X18:0.057199,X19:0.023696,X20:11.858,X21:0.93943,X22:0.052428,X23:0.010472,X24:0.28476,X25:0.41826,X26:0.080413,X27:9.2746,X28:4.8627,X29:3.8264,X30:0.13586,X31:0.025753,X32:69.805,X33:5.2288,X34:4.4188,X35:0.040964,X36:2.4138,X37:15.898,X38:0.51511,X39:0.01697,X40:0.48943,X41:0.2545,X42:0.02172,X43:103.54,X44:91.681,X45:0.32231,X46:1.8255,X47:12.063,X48:0.034523,X49:0.014302,X50:1.6887,X51:0.45381,X52:0.19125,X53:4.9697,X54:5.529,X55:3037.7,X56:0.01697,X57:0.054594,X58:0.97655,X59:0.11255,X60:30.78,X61:3.9812,X62:68.621,X63:5.3191,X64:25.909
1871,X1:0.089644,X2:0.63272,X3:0.18301,X4:1.2903,X5:-7.9102,X6:0.042253,X7:0.089644,X8:0.58049,X9:1.0206,X10:0.36728,X11:0.089644,X12:0.14219,X13:0.019803,X14:0.089644,X15:1825.1,X16:0.19998,X17:1.5805,X18:0.089644,X19:0.01403,X20:18.513,X21:1.0146,X22:0.12429,X23:0.01403,X24:0.042253,X25:0.36728,X26:0.19998,X27:0.19851,X28:0.98104,X29:4.6102,X30:0.09801,X31:0.01403,X32:36.753,X33:9.931,X34:0.19643,X35:0.12429,X36:6.407,X37:214.6,X38:0.36956,X39:0.019451,X40:0.003424,X41:0.12906,X42:0.019451,X43:46.344,X44:27.831,X45:0.27661,X46:0.77624,X47:18.894,X48:0.087396,X49:0.013678,X50:1.2856,X51:0.63044,X52:0.10069,X53:1.9688,X54:1.981,X55:7458.3,X56:0.020148,X57:0.24407,X58:0.97985,X59:0.006209,X60:19.716,X61:13.115,X62:36.013,X63:10.135,X64:34.252
1872,X1:0.007395,X2:0.54117,X3:0.02067,X4:1.0489,X5:-77.659,X6:-0.038352,X7:0.001171,X8:0.84784,X9:0.98903,X10:0.45883,X11:0.001171,X12:0.002771,X13:0.055214,X14:0.001171,X15:5771.4,X16:0.063242,X17:1.8478,X18:0.001171,X19:0.00189,X20:87.419,X21:0.95538,X22:0.026017,X23:0.011929,X24:-0.0577,X25:0.45883,X26:0.074742,X27:0.41512,X28:0.037134,X29:5.0568,X30:0.87281,X31:0.00189,X32:246.18,X33:1.4826,X34:0.048075,X35:0.026017,X36:0.6957,X37:2.4897,X38:0.57729,X39:0.041973,X40:0.001028,X41:0.3012,X42:0.041973,X43:260.83,X44:173.41,X45:0.049808,X46:0.69769,X47:86.46,X48:-0.007037,X49:-0.011352,X50:0.8193,X51:0.42271,X52:0.67447,X53:0.82431,X54:1.0371,X55:2355.7,X56:-0.011089,X57:0.016116,X58:1.0111,X59:0.25818,X60:4.1753,X61:2.1049,X62:248.91,X63:1.4664,X64:1.1136
1873,X1:0.002643,X2:0.48613,X3:0.21642,X4:1.6351,X5:-39.688,X6:-0.1952,X7:0.00842,X8:0.85566,X9:1.032,X10:0.41597,X11:0.00842,X12:0.024711,X13:0.03112,X14:0.00842,X15:4369.7,X16:0.08353,X17:2.0571,X18:0.00842,X19:0.006453,X20:98.001,X21:1.3313,X22:0.039116,X23:0.002025,X24:-0.18004,X25:0.41597,X26:0.071645,X27:0.30937,X28:0.4887,X29:5.3106,X30:0.34316,X31:0.006453,X32:98.363,X33:3.7107,X34:0.080464,X35:0.039116,X36:1.3432,X37:1.4225,X38:0.56136,X39:0.029978,X40:0.11821,X41:0.22415,X42:0.029978,X43:144.59,X44:46.584,X45:0.007543,X46:0.60695,X47:101.14,X48:0.00693,X49:0.005311,X50:1.1461,X51:0.34074,X52:0.26949,X53:0.93931,X54:1.2676,X55:44250,X56:0.030995,X57:0.006353,X58:0.96901,X59:0.34953,X60:3.7245,X61:7.8353,X62:95.315,X63:3.8294,X64:2.9465
